embedding_x,embedding_y
85.49693,-7.9231343
-61.872246,34.471905
73.51168,-23.89757
-32.749573,-8.524429
-34.145702,23.663656
-33.80255,0.01778647
41.525146,20.755732
-10.763483,27.236097
-47.726357,27.310953
11.195911,29.274023
35.57,49.2369
16.806314,73.39093
-34.30632,14.000354
-38.24246,4.4332986
16.058422,40.075985
-8.412831,34.060734
-67.732185,35.560646
-17.442108,6.877891
-58.285645,29.676842
86.35595,-8.017091
-22.052748,9.409011
-40.025173,25.482033
-41.831383,22.446066
84.13981,-7.8008966
-5.9946494,14.595341
-63.612816,3.3158152
25.411955,62.46356
24.84177,65.19113
-45.719517,8.524889
-16.926321,6.176549
-35.117027,7.856021
37.114876,42.3676
-38.43051,24.338528
-32.5421,12.592818
3.0172443,75.19209
-49.195843,24.174025
-53.91268,5.0539713
86.13571,-8.010035
-42.563313,13.080661
-29.855038,14.04899
50.34707,19.158895
-62.40009,33.260986
-52.987812,1.8466129
-15.484183,12.34892
-44.65156,27.177181
12.139279,50.11812
86.32204,-8.018691
22.446306,68.24927
10.519228,28.454659
-14.347408,33.507607
-62.94668,6.2076497
-36.06835,-4.06377
-48.851326,23.592424
-51.307735,2.5228302
-53.5877,3.2794676
-63.25791,4.169628
-1.8143413,76.059235
-47.923164,9.08498
-64.65122,26.622551
70.73935,-13.93049
3.1239452,78.408165
73.43309,-23.900871
86.34939,-8.018203
66.6898,9.73622
-40.46694,18.237936
50.08889,19.043076
-33.284187,29.914019
-51.323704,29.342253
-16.128376,34.470615
32.514214,54.8138
52.828594,21.983286
-37.58786,24.30252
-53.965637,29.345497
-37.505463,25.689678
12.395307,40.245182
-11.687151,-1.4969512
-4.046101,26.163437
-36.95426,31.063465
-37.338535,8.132803
-51.876053,32.43976
48.900368,18.542946
-39.59925,25.707674
39.267532,24.620375
85.110214,-8.821227
-53.8088,33.16364
-54.032997,29.445333
-35.0851,-4.653427
-64.54121,29.649717
-34.145676,14.597701
-7.1249967,22.532652
9.473753,75.98791
-35.31261,-1.6038246
-53.21031,7.5350823
-37.140903,26.193457
-56.02894,30.959152
-37.479435,21.629059
10.256195,29.910507
86.03617,-9.063784
-22.286465,6.2313156
86.18621,-9.066895
-69.496574,28.447495
-38.011616,4.295532
86.10508,-9.062144
-51.385796,29.744827
-63.451565,25.644722
-21.112188,1.3166374
-48.201595,10.782241
86.15361,-9.063052
-52.350464,6.8901634
37.77552,35.765778
7.1260223,29.411709
86.18738,-9.066583
70.63239,-14.106765
78.68352,-10.460243
82.519875,-8.8134165
81.944405,-8.855531
81.929375,-8.863323
82.00106,-8.862034
9.662371,47.505722
-45.524136,26.486174
86.06392,-9.057063
85.78229,-9.001311
85.49681,-8.899628
-16.838263,-6.3527584
-33.12467,29.867697
-35.367714,-7.258465
70.574814,-14.201849
-49.417828,23.815094
85.85963,-10.686036
-1.6615807,11.564979
-40.812065,27.778175
-50.43702,29.16443
-35.1012,13.30758
-37.343937,8.131255
-55.99781,28.721891
85.91108,-10.701132
52.842636,22.002792
-34.760525,22.871216
-41.717743,27.56881
85.73458,-10.633038
-48.27089,27.560652
-1.4751621,11.448037
-46.496956,11.138421
-38.122932,-10.318859
52.759655,21.89024
-48.960567,23.820871
-10.170131,9.34338
8.212661,36.744946
85.4875,-10.568368
-50.988785,34.180374
-55.449974,30.675776
-41.18078,26.87684
8.048182,36.989548
-40.67146,30.163013
6.500314,37.66191
-35.27805,10.585487
10.779675,53.06324
-57.75339,28.301035
85.75914,-10.689011
-41.241497,24.228292
-35.248466,19.366848
83.590675,-10.118476
-34.9878,19.265888
-39.29609,26.377398
-18.006777,2.0329757
-51.417847,24.351198
-3.972089,72.56643
-35.25434,-8.22054
26.376717,62.281704
-40.183544,29.855307
-36.451733,2.2478251
13.470969,52.26533
11.106994,30.546532
39.064396,24.071585
-12.195607,28.267853
-19.670992,-4.799184
-40.78431,30.042393
30.78645,60.387405
-13.7197485,-3.114346
-60.331448,34.431065
-4.0759974,43.769054
-53.343315,9.596251
-14.465556,-2.3322842
-64.648674,28.331573
85.79981,-10.677485
85.62088,-10.6170225
-45.190765,26.994015
-50.581566,30.2417
21.718021,-30.340067
-12.117447,14.519597
70.57717,-14.192151
-34.443455,22.353317
26.770733,62.23396
-58.438984,4.0552397
39.42758,24.23829
9.857937,46.745358
86.018364,-10.816892
-63.943596,-0.9864976
-51.90186,14.566207
-61.25933,33.69046
-53.47034,4.1172595
85.552,-10.566268
37.516228,39.645893
-7.864326,70.71327
3.7309103,78.276215
22.946072,67.74419
-7.323125,23.381918
85.71071,-10.653685
-18.848598,16.396196
-10.671074,-3.8976865
-4.9734607,66.91743
85.4653,-10.538133
-33.557297,8.50384
-40.207157,-11.648559
-45.05199,14.036771
-47.08371,11.559789
-55.22142,4.416338
-22.181107,7.704171
-54.48491,8.583545
-57.647614,6.9006753
37.697796,36.071987
85.078026,-12.086637
18.570784,71.888016
-13.008807,0.41223767
-51.256283,34.22355
-39.27525,23.952845
-22.758562,8.159311
-11.302422,13.854577
-39.87382,26.760958
39.48436,24.056376
-44.35915,26.962873
41.343304,20.872084
-52.173645,13.560373
84.70048,-11.947265
84.571144,-11.892848
-39.591057,-5.3712254
-38.06676,30.913221
-59.26152,-3.3744369
84.40876,-11.834175
-55.50509,5.4594445
-40.266357,-11.855425
84.773155,-11.973678
-70.37062,29.904078
37.493156,39.879326
-63.124615,6.4595504
-5.6173725,73.06804
39.22439,24.821264
82.579155,-10.514575
-1.3690766,12.58308
34.48996,48.533104
85.169716,-12.126069
85.156784,-12.094829
18.913553,40.75936
-37.403526,25.962524
-45.547775,26.697886
-38.49598,-10.931461
85.24306,-12.15782
-6.9030013,9.940829
-45.136017,12.303004
-9.310724,25.93797
-15.245498,32.163277
84.67174,-11.922903
82.688934,-10.624161
-11.68049,-4.651975
70.594666,-14.149947
-2.5041192,23.31934
-57.82461,28.454012
-34.41233,9.296809
-40.043514,-6.7741785
37.82279,34.049408
3.1682158,78.542915
-19.410122,-3.5150208
52.304478,21.28247
-7.405144,72.088356
-55.894463,5.1189675
73.56502,-23.890682
-52.183266,23.97224
85.17653,-12.133114
12.314191,75.88407
-64.07499,36.729492
67.28412,-23.332182
-63.525536,5.5306993
-8.858461,22.285376
11.107755,51.246964
-62.202374,33.2155
84.456116,-11.871983
-20.942738,2.9358866
-9.860846,24.637627
-35.842064,2.9070764
7.3858094,35.05926
32.97917,55.276146
-5.940833,26.752007
85.20841,-12.144854
11.069026,30.401047
-1.8019977,75.98189
81.83592,-9.199671
81.818184,-9.180682
38.230564,29.527096
81.77472,-9.148727
84.32869,-11.846957
-12.955887,10.2770195
-40.909863,17.279476
-42.24703,15.402586
-45.275494,23.294855
-38.711628,21.391958
-38.379307,24.135572
-44.58334,22.831392
-23.556406,10.066657
70.430336,-14.437038
-9.369886,25.10571
-3.0414336,23.206163
-53.47916,25.54913
-46.2457,13.1763115
83.57235,-12.520861
2.5869894,78.48444
84.521675,-12.96268
-18.631851,7.885039
-26.298887,15.977588
-46.612766,8.5360565
83.49761,-12.492493
50.34337,19.181326
83.138855,-12.2647085
-25.7962,3.102005
33.25417,53.8766
39.642933,23.56533
-9.128747,8.18388
-60.87528,2.525736
10.385863,40.937557
-12.799424,31.698
17.386024,73.36106
-58.125675,27.578915
-16.421968,15.037388
-51.74696,34.31753
-5.5984845,38.617058
50.605896,19.36624
84.085625,-12.755322
83.02389,-12.140891
-49.096222,10.258448
9.279034,54.294052
-18.594732,16.342346
-30.731155,13.599915
70.513054,-14.282422
78.607475,-10.53679
84.43065,-12.915048
-45.214584,27.575216
-52.103485,14.01424
84.37922,-12.895531
-33.500248,-3.336076
-8.939411,14.573534
-63.90914,-0.8930144
79.953674,-19.553226
80.5217,-19.906937
-36.400715,20.633968
-34.230286,22.327835
25.407791,62.762833
73.541916,-23.896385
-51.839046,2.145469
-26.338116,16.072605
-52.450466,1.7015857
-13.358836,27.314308
-8.388402,22.80727
22.847445,67.73123
-14.973303,35.07809
38.61394,26.91005
15.292687,75.876495
-41.32992,23.119726
-30.65858,13.481731
-54.71875,3.473752
-37.27224,21.373964
-17.281057,18.847097
80.84657,-20.25913
80.510414,-19.893381
1.157896,59.469685
81.05209,-20.567135
80.80787,-20.208101
-33.93137,14.511126
-62.381794,8.623373
-70.17808,30.554575
-65.08686,28.00039
-35.328876,20.33107
27.906063,63.795696
81.13073,-20.675465
-47.428185,11.03194
70.22172,-14.76889
-33.951683,14.979149
-51.88756,34.454582
80.657936,-21.26332
11.989263,75.77045
-54.126953,3.6531603
-17.292137,15.683791
70.19813,-14.8188505
-47.956078,10.947007
-12.864677,29.021074
-56.877575,28.590134
-52.61909,10.953509
9.697143,77.4775
38.3912,28.70879
-17.406889,2.7069173
-35.38662,20.113922
80.692635,-21.287918
-38.933586,18.360699
-31.474821,13.0802765
-3.7823987,72.39967
-18.243134,7.607927
79.65536,-20.111471
-5.0459394,37.187645
-38.95164,20.839212
33.971478,53.34094
80.687996,-21.299334
-36.249355,7.8750925
-55.475918,8.4652605
80.75823,-21.387417
51.616314,20.420156
37.477394,42.14508
-35.114338,-4.5792212
30.975298,57.73784
-37.195774,26.092333
80.70012,-21.30722
-60.26407,-0.49406928
38.5527,27.740583
80.520035,-21.038582
-34.06321,9.569089
-11.578302,23.86034
21.91685,70.08334
80.0853,-22.21765
63.56283,24.468164
25.595562,-8.375885
79.740295,-21.74273
-53.234924,23.82822
-21.055439,4.027234
-16.481236,-68.11705
-35.372166,3.611953
-13.526023,14.011421
80.13311,-22.275097
-6.1103735,63.42153
35.677803,-58.948673
80.00132,-22.09279
-43.70837,13.609142
-11.88618,-0.647682
-51.343784,29.136461
-2.1373966,76.54193
79.57812,-21.505882
-23.480803,10.033868
-62.112442,29.876795
-22.825195,10.403037
-58.33029,28.438618
79.78477,-21.81616
-51.95594,32.55932
-5.358899,37.149635
-33.90168,26.56092
-4.7188163,13.551829
-39.420547,22.3303
-56.736107,8.718653
-19.101706,-1.785883
-37.19343,30.840929
11.951947,40.346325
33.156635,55.44362
2.5701735,77.082535
-57.024147,0.9663905
-35.91816,-9.9924
80.13294,-22.274944
52.82939,21.984674
-17.733845,16.488333
-30.32483,13.940855
78.49363,-10.620084
-64.28839,28.313154
79.00373,-20.515892
79.06174,-20.688824
78.899155,-20.254095
79.16652,-20.893261
80.1295,-22.271843
-13.694527,-2.784807
-52.471,28.772573
-47.047157,11.932406
-58.79391,27.579237
-2.7574272,22.556871
-61.75982,-1.8867255
-6.0173016,66.76239
-63.808853,36.721634
36.526836,45.983845
-49.22741,23.992235
39.91472,22.844683
-12.435703,0.68032026
-7.7368736,13.423142
28.263638,63.468143
79.02791,-23.03194
-40.936104,26.058868
-22.618608,8.42902
-10.008029,9.2137375
14.014919,51.832664
-52.55763,30.891714
-65.48373,0.8836626
-6.615565,64.4831
38.347477,27.890017
11.161907,29.787231
79.265884,-23.279505
16.616802,73.129295
-70.78217,30.753946
-18.117865,-6.7333803
78.4457,-21.445833
79.18488,-23.206806
-6.5427895,21.845135
2.1755927,76.50474
-3.5683713,66.921715
10.050456,33.457386
41.587654,20.691013
12.545374,50.841377
-6.4779286,21.648325
-35.27767,10.705915
79.23224,-23.251905
30.814402,58.230495
-47.88356,29.973316
79.25844,-23.269602
-40.065483,25.264488
-8.954856,21.324245
-44.727554,-46.937973
-4.8910384,12.250683
-48.71177,10.307632
79.21198,-23.235373
-22.86698,-60.254436
79.088684,-23.11784
2.4912894,77.94704
77.98231,-24.083258
-35.29107,4.218552
78.31922,-24.38709
14.263137,40.44292
-60.13903,33.991123
-52.140682,30.64993
38.37636,28.31546
-2.591177,9.607426
-39.404076,8.933569
40.3914,22.143099
-4.644669,37.63775
-35.00853,8.812056
-33.753784,3.6487129
-40.399857,29.445608
-6.183302,37.666553
-5.8492074,69.13027
-19.772161,0.97976756
30.288794,61.718105
-41.40775,23.229729
-51.830593,2.5332396
-14.088068,12.386742
1.9982167,78.2519
-56.22903,27.373278
-56.894913,4.7125072
77.62526,-23.804785
-61.046467,34.426342
78.29593,-24.363888
33.103386,57.60038
-56.105824,7.835944
78.094604,-24.183819
77.4034,-23.6005
-53.565884,7.480323
-35.89543,6.6478148
-58.25927,29.743015
-57.4615,29.500996
13.009459,39.730164
7.2458873,32.995377
77.47523,-23.689638
-11.6533375,-1.3973612
78.31877,-24.385809
-45.736393,26.797455
39.14869,25.047237
38.185024,34.365612
78.22696,-24.298483
77.334724,-23.557775
9.014184,53.917458
-48.97549,30.24027
-58.17068,30.9846
-45.62595,27.623564
-19.701609,8.990449
-0.013496178,77.49857
77.84134,-23.975786
-35.039536,30.794933
-36.04592,3.2914672
-23.313614,8.943157
31.88719,56.236134
-61.690918,-1.6053984
38.809032,26.425676
77.59904,-23.79783
33.287678,56.22787
-0.38916656,58.15736
49.864277,18.875208
9.069236,54.31222
78.27133,-24.3412
37.607338,42.55921
-39.193165,16.474016
-60.948868,6.828296
-35.96516,31.42715
9.558249,33.29171
76.76867,-24.277737
77.25352,-24.85913
-60.503998,28.486979
-34.83723,22.89862
35.4149,50.061962
-53.395607,29.103914
-41.37777,23.159246
-70.60801,31.335632
-10.706754,9.371817
77.43679,-25.04751
77.22176,-24.854446
-20.867344,-3.4409406
-6.213812,43.33908
77.399925,-25.017551
30.708025,60.45791
77.22419,-24.827236
70.01053,-15.128679
-2.0867548,6.3586674
69.969025,-15.206768
70.08967,-14.982343
15.555024,76.0459
77.49345,-25.112507
-48.5224,12.406045
-35.588062,11.4839945
77.45854,-25.071049
69.976234,-15.191737
70.00818,-15.133216
-38.64134,-4.0352182
77.37041,-24.977415
77.00789,-24.59359
8.83366,30.371359
-51.61651,6.953667
2.6058135,74.94361
49.514503,18.709282
-17.469793,19.824429
-52.950085,9.459155
68.09326,-24.218563
68.002556,-24.381487
67.99372,-24.403528
67.986084,-24.427164
68.03375,-24.320858
67.98266,-24.43801
-6.937132,40.40714
50.91264,19.606236
-33.084217,29.832
68.675514,-17.491768
67.14929,-23.777126
-2.8284667,22.543528
8.926335,53.776325
67.013115,-24.09278
-34.68459,8.812711
-70.418335,31.588129
-70.95407,30.939312
33.322334,54.372738
9.232908,78.950005
-19.053106,-5.9637556
68.63644,-17.559797
-64.61768,27.121918
-34.798725,1.9815733
-57.395836,8.200522
68.59913,-17.623787
66.99317,-24.115072
66.971855,-20.893314
67.04273,-24.01188
67.09811,-23.891193
67.28968,-23.304071
66.99319,-24.115038
66.99239,-24.116886
-34.796932,12.70119
65.69812,-23.647987
-59.956005,34.160645
-11.529998,30.773672
67.23078,-19.682331
65.701546,-23.644493
65.69604,-23.647833
65.69567,-23.64843
-66.12528,36.537197
67.310326,-19.5606
-52.499935,13.681504
-70.90985,31.034113
-1.5393838,9.897066
66.67272,-20.640732
65.70116,-23.645678
8.13333,29.037426
65.95681,-22.987514
65.70116,-23.645678
66.611305,-21.129686
66.8945,-20.259083
67.19157,-19.74158
67.06651,-19.93755
66.862144,-20.334322
66.77945,-20.514502
66.52011,-21.465815
66.46155,-21.668474
66.3249,-22.099842
66.56633,-21.288582
66.4028,-21.859058
66.115715,-22.631105
65.920074,-23.076696
65.8162,-23.331968
78.25276,-10.751893
65.698456,-23.647264
66.04209,-22.781157
65.897934,-23.13086
65.70064,-23.647417
65.69597,-23.648046
15.62709,75.851364
-50.67981,28.951113
-62.877632,8.093661
-15.265854,1.9638255
64.36882,-23.238005
64.373795,-23.210232
-12.598354,12.379385
67.027245,10.402679
38.196953,28.675928
64.36474,-23.253218
34.744446,49.428867
63.476982,-23.025242
-6.0226927,44.743557
63.50217,-22.854914
-1.8011229,7.520826
63.501373,-22.892141
63.491734,-22.971561
65.588486,-20.638845
38.109566,29.087595
69.84088,-15.356418
-16.8886,37.043995
63.48088,-23.026007
63.573177,-22.478418
63.48205,-23.02382
63.47632,-23.04976
63.50317,-22.787325
63.515133,-22.725794
63.48603,-23.001709
-19.186756,-1.6036382
14.671295,40.761707
55.148655,33.378033
-46.767357,12.156921
11.656883,40.44999
59.404408,36.1688
11.974178,51.089767
-50.562225,30.489141
-35.721416,-5.9172983
15.668173,41.31457
16.009851,73.14254
-54.1572,8.736542
-12.888617,29.507078
-31.807392,-3.9181151
28.235859,62.85179
-37.226803,30.727076
55.027527,33.124527
-21.221258,1.2782011
55.031788,33.126022
11.855,51.235035
59.14958,35.661694
22.914894,67.745346
-25.67919,3.0667698
-66.767914,28.669102
51.07155,19.792246
-30.568815,0.07911665
55.132133,33.1508
-50.914013,23.941532
55.043617,33.12878
-14.178951,15.739227
55.02719,33.124424
56.274727,33.602318
3.195986,75.32907
-47.85105,12.47268
16.236883,73.84847
57.265404,34.07219
58.74302,35.302177
-11.069992,31.594011
32.65276,54.93683
-33.927563,30.019705
-15.506614,2.2762346
-51.98143,14.3806505
-34.033024,20.004
39.42027,24.23206
-15.380398,17.6144
-6.4598227,14.750112
35.23695,-59.38034
-37.24532,21.745876
50.90217,19.61391
59.421806,35.89118
9.884203,46.497246
57.224438,33.759678
55.767654,33.221268
30.612547,58.68818
18.509102,40.73508
-15.120538,35.954506
13.856891,75.3169
-34.718044,3.3224275
55.06178,32.83922
-58.59082,-2.0897043
55.56856,33.08085
36.901443,44.12203
36.95828,43.382137
9.962423,31.057138
-6.596342,72.63715
36.33741,44.955524
30.55208,58.489143
59.580452,36.00719
-3.319576,43.043327
57.34954,33.91433
55.34529,32.5156
38.50705,28.137852
55.38625,32.53583
35.951874,49.358223
-50.792942,31.969439
59.523018,35.933662
-16.07903,17.397657
-57.410763,4.696776
9.268736,37.98924
55.19327,32.463978
55.159714,32.46077
9.679065,53.56841
55.308296,32.49926
-11.718054,9.980519
38.245895,29.091068
3.3510242,76.26482
55.16046,32.460873
55.174843,32.4639
13.85789,75.280426
-60.177654,9.306784
-19.026173,-1.9799974
6.3216004,38.308346
-62.035347,2.412743
-57.635998,25.913523
-13.243715,27.417423
-46.47731,21.827784
55.641785,31.384874
9.380448,28.36757
-31.616802,-4.2426705
55.619938,31.38475
1.559887,60.62247
-65.770226,36.410015
-7.694266,23.147236
-35.60138,-6.1567492
-46.90765,12.693469
-35.078236,22.124828
-31.053747,-9.429216
8.48807,51.961758
55.597603,31.385408
-30.528769,13.626729
-63.037857,33.364285
-23.490185,9.717802
60.061523,36.838375
-23.60677,2.2570655
9.008189,30.49086
-20.585726,0.6029164
55.918846,30.747677
-53.392075,8.656873
-35.88605,22.293314
55.955257,30.76703
-53.2854,4.3342624
56.05121,30.820887
38.02677,34.354523
49.23078,18.676453
-5.133923,43.39263
-16.705412,34.774822
-6.780489,38.78087
-21.537031,7.4908786
59.972443,36.126934
8.247141,35.291267
59.76274,35.87839
55.810253,30.710655
56.11663,30.060755
11.22723,29.143358
37.54774,39.295937
11.39585,50.514084
8.527213,77.59747
56.19801,30.10292
36.292877,47.46735
56.112038,30.061892
56.357086,30.180664
-9.299392,26.27004
16.44831,72.34067
-20.150568,-40.609665
36.94558,43.190666
-39.19282,17.324512
-40.04285,29.885704
38.007942,27.552454
50.603275,19.371538
11.820185,40.112427
43.67148,29.147917
-55.433186,3.8355439
60.202065,36.39986
-0.12714937,77.34768
13.023315,51.42983
56.550156,30.270046
56.37892,30.203665
-63.770218,6.8028584
57.875492,33.148552
56.057384,30.042688
-69.309425,27.58718
56.060566,30.04219
-34.636166,1.5210268
-16.134768,14.865549
-5.5805373,27.650995
60.321842,36.71425
56.987713,29.646925
63.32888,25.079203
-32.40852,-3.739948
-34.65263,8.967722
-61.808987,6.1988664
-18.333103,33.393597
7.0850825,37.36056
-4.986708,66.05268
-32.78887,12.2303505
-13.899062,-1.8358812
56.51506,29.44537
-51.53406,30.15244
56.48081,29.442047
-13.2195835,27.71239
57.39068,29.7417
60.34817,36.521046
11.139241,31.919477
56.41991,29.29671
-5.546595,26.866833
10.948271,76.50669
-42.912453,22.879068
57.14046,28.924479
60.50538,36.273396
